year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2000,3,9.0,9127.333333333334,12.67945515,14.975625979999998,True,business;games
2001,2,14.0,11269.0,12.987271535,15.839140075,True,business;games
2002,4,16.5,13446.5,13.3574434025,15.432182199999998,True,business;games
2003,7,21.714285714285715,14404.142857142857,13.540513207142856,15.50501387142857,True,business;games
2004,7,9.428571428571429,11939.57142857143,13.481494808571428,13.775727807142857,True,business;games
2005,11,9.636363636363637,13064.181818181818,13.262782345454548,13.061607509090909,True,business;games
2006,22,9.772727272727273,12754.90909090909,12.951898881818181,13.963619572727275,True,business;games
2007,30,16.433333333333334,13879.366666666667,12.907039986666668,13.35267546,True,business;games
2008,30,7.833333333333333,9711.666666666666,12.763669893333335,12.623940489999999,True,business;games
2009,33,7.9393939393939394,12345.575757575758,12.686258739393937,14.499047936363636,True,business;games
2010,46,7.782608695652174,12137.152173913044,13.03275385652174,13.66546803478261,True,business;games
2011,69,6.304347826086956,11924.115942028986,13.086142786956522,14.05330521304348,True,business;games
2012,79,7.139240506329114,13973.303797468354,13.189248265822785,13.720939784810126,True,business;games
2013,78,9.012820512820513,15521.897435897436,13.213722602564104,13.023812769230771,True,business;games
2014,77,7.584415584415584,15468.051948051949,13.216758506493507,12.960822225974027,True,business;games
2015,87,8.402298850574713,16371.16091954023,13.089136425287355,12.279789252873565,True,business;games
2016,88,10.431818181818182,15829.65909090909,13.197439318181818,12.965616977272726,True,business;games
2017,106,10.132075471698114,16410.283018867925,13.203333141509436,13.56077312264151,True,business;games
2018,86,9.023255813953488,17966.0,12.805483406976744,13.666069093023257,True,business;games
2019,100,8.03,23687.03,12.5505459,12.847990919999999,True,business;games
