Categories,year,total,flesch_kincaid_Mean,flesch_kincaid_Min,flesch_kincaid_Max,smog_Mean,smog_Min,smog_Max,length_Mean,length_Min,length_Max,ChildCount
adult;entertainment;informationtech,2011,1,16.65317407,16.65317407,16.65317407,18.80882812,18.80882812,18.80882812,14607,14607,14607,1
adult;entertainment;informationtech,2012,2,15.77170952,14.89024497,16.65317407,17.70822928,16.60763045,18.80882812,11603,8599,14607,2
adult;entertainment;informationtech,2013,2,14.89024497,14.89024497,14.89024497,16.60763045,16.60763045,16.60763045,8599,8599,8599,2
adult;entertainment;informationtech,2014,2,14.89024497,14.89024497,14.89024497,16.60763045,16.60763045,16.60763045,8599,8599,8599,2
adult;entertainment;informationtech,2015,3,14.44278236,13.54785714,14.89024497,16.60763045,16.60763045,16.60763045,6088.333333,1067,8599,2
adult;entertainment;informationtech,2016,2,14.89024497,14.89024497,14.89024497,16.60763045,16.60763045,16.60763045,8599,8599,8599,2
adult;entertainment;informationtech,2017,2,14.89024497,14.89024497,14.89024497,16.60763045,16.60763045,16.60763045,8599,8599,8599,2
adult;entertainment;informationtech,2018,1,14.89024497,14.89024497,14.89024497,16.60763045,16.60763045,16.60763045,8599,8599,8599,1
adult;entertainment;informationtech,2019,3,13.14218194,12.10003163,14.89264753,15.97019537,15.29246565,16.6479251,5196,1733,8755,1
adult;entertainment;mediasharing,2015,1,12.71076923,12.71076923,12.71076923,15.20269789,15.20269789,15.20269789,5700,5700,5700,0
adult;entertainment;mediasharing,2016,1,12.71076923,12.71076923,12.71076923,15.20269789,15.20269789,15.20269789,5700,5700,5700,0
adult;entertainment;mediasharing,2017,1,12.71076923,12.71076923,12.71076923,15.20269789,15.20269789,15.20269789,5700,5700,5700,0
adult;entertainment;messageboardsandforums,2011,1,14.50910696,14.50910696,14.50910696,,,,5325,5325,5325,0
adult;entertainment;messageboardsandforums,2016,2,14.34908753,13.63416534,15.06400973,16.72815622,16.72815622,16.72815622,8890,2621,15159,1
adult;entertainment;messageboardsandforums,2018,1,9.54654809,9.54654809,9.54654809,,,,3232,3232,3232,0
adult;entertainment;newsandmedia,1998,2,13.58425532,13.58425532,13.58425532,,,,2657,2657,2657,0
adult;entertainment;newsandmedia,2003,1,11.0938279,11.0938279,11.0938279,13.0238668,13.0238668,13.0238668,6775,6775,6775,0
adult;entertainment;newsandmedia,2004,2,10.9257967,10.9257967,10.9257967,12.85755635,12.85755635,12.85755635,6722,6722,6722,0
adult;entertainment;newsandmedia,2005,3,11.70307454,11.12735943,12.85450477,13.9158586,13.2950065,15.15756279,9084,6953,13346,1
adult;entertainment;newsandmedia,2006,3,11.75985274,11.12735943,13.02483936,14.37223019,13.2950065,16.52667758,9642.666667,6953,15022,1
adult;entertainment;newsandmedia,2007,4,12.51849122,11.12735943,13.10887367,15.14408234,13.2950065,15.77480295,10637,6953,14187,3
adult;entertainment;newsandmedia,2008,6,12.09369603,11.12735943,13.10887367,14.52930113,13.2950065,15.77480295,9338.5,3267,17450,4
adult;entertainment;newsandmedia,2009,4,12.95355995,12.77507029,13.12018774,15.24747717,14.50688674,15.98806761,14289.25,11179,17450,4
adult;entertainment;newsandmedia,2010,3,13.01305651,12.79879405,13.12018774,15.49434065,14.50688674,15.98806761,13235.66667,11179,17349,3
adult;entertainment;newsandmedia,2011,6,12.90868668,11.88878855,13.3506134,14.9312196,13.40145869,15.98806761,13438.83333,5703,20233,6
adult;entertainment;newsandmedia,2012,6,13.06661984,11.88878855,14.43932177,15.27772909,13.40145869,17.4299955,12243.16667,5703,20233,6
adult;entertainment;newsandmedia,2013,8,13.00139938,11.88878855,14.45635738,15.10766052,13.40145869,17.4299955,10538.875,5703,13828,8
adult;entertainment;newsandmedia,2014,8,13.07345592,11.88878855,13.89341577,15.48018092,13.40145869,17.16122988,11049.75,5703,16710,8
adult;entertainment;newsandmedia,2015,8,13.12173918,11.88878855,13.92172805,15.48308298,13.40145869,17.16122988,10497.375,5703,16751,8
adult;entertainment;newsandmedia,2016,8,13.20565272,11.88878855,14.56472406,15.24334771,13.40145869,17.16122988,8652.125,1964,16751,7
adult;entertainment;newsandmedia,2017,8,13.59792091,11.88878855,16.12520208,15.2203097,13.40145869,17.16122988,9004.875,1964,26077,6
adult;entertainment;newsandmedia,2018,8,12.81186719,11.40656151,16.12520208,15.04669747,12.96874232,17.65640897,18429.75,5703,39566,7
adult;entertainment;newsandmedia,2019,8,12.67102571,11.41710317,14.68296601,14.52709431,13.0238668,16.3221224,23178.125,5703,39597,8
adult;entertainment;shopping,2005,2,13.75525548,13.75525548,13.75525548,16.48601716,16.48601716,16.48601716,7901,7901,7901,2
adult;entertainment;shopping,2006,2,13.75525548,13.75525548,13.75525548,16.48601716,16.48601716,16.48601716,7901,7901,7901,2
adult;entertainment;shopping,2008,2,10.16763707,10.16646968,10.16880446,12.58333811,11.97924847,13.18742774,10831,10726,10936,1
adult;entertainment;shopping,2009,7,11.14975829,9.279506173,13.43080813,14.42711904,13.18742774,16.40432271,6669.571429,1340,10720,2
adult;entertainment;shopping,2010,12,11.79047735,9.279506173,13.66303995,14.63980472,11.97924847,16.40432271,7037.333333,1340,12434,6
adult;entertainment;shopping,2011,15,12.0742786,9.279506173,14.11814192,14.38317083,12.28138786,15.94569857,6384.6,1340,12539,7
adult;entertainment;shopping,2012,25,12.03094255,8.054823848,14.47331772,14.54160073,12.10132525,16.40432271,6494.48,1018,22594,11
adult;entertainment;shopping,2013,28,12.03724496,8.054823848,14.47331772,14.8909451,12.6883529,16.40432271,7094.035714,1018,22594,10
adult;entertainment;shopping,2014,29,12.24390804,8.054823848,14.47331772,14.9445464,12.5161,16.40432271,6818.827586,1018,22574,10
adult;entertainment;shopping,2015,29,12.15438183,8.054823848,14.47331772,14.83225592,12.5161,16.40432271,6064.310345,1018,22573,9
adult;entertainment;shopping,2016,30,12.38988917,8.054823848,14.47411551,14.5405972,12.28138786,16.44523258,7765.6,1018,22574,13
adult;entertainment;shopping,2017,28,12.3772063,8.054823848,14.47411551,14.35743422,12.28138786,16.44523258,8123.142857,964,22574,14
adult;entertainment;shopping,2018,23,12.41993447,10.50373854,14.47331772,14.41892173,12.5161,16.40432271,9180.869565,2542,22482,17
adult;entertainment;shopping,2019,20,12.2674402,9.976900183,14.11814192,14.39312549,12.04049591,17.69380237,9677.3,2542,20578,11
adult;entertainment;sports,2013,2,14.7800591,14.7800591,14.7800591,,,,9111,9111,9111,0
adult;entertainment;sports,2014,1,14.7800591,14.7800591,14.7800591,,,,9111,9111,9111,0
adult;entertainment;sports,2015,1,14.7800591,14.7800591,14.7800591,,,,9111,9111,9111,0
adult;entertainment;sports,2016,2,14.7800591,14.7800591,14.7800591,,,,9111,9111,9111,0
adult;entertainment;sports,2017,1,16.45324573,16.45324573,16.45324573,16.52667758,16.52667758,16.52667758,16414,16414,16414,1
adult;entertainment;streamingmedia,2004,1,12.70192823,12.70192823,12.70192823,15.6451,15.6451,15.6451,7481,7481,7481,1
adult;entertainment;streamingmedia,2006,1,15.07407491,15.07407491,15.07407491,16.19785254,16.19785254,16.19785254,18214,18214,18214,0
adult;entertainment;streamingmedia,2007,4,12.60637049,11.03135659,15.07407491,15.23157258,14.26529262,16.19785254,8840.5,1507,18126,1
adult;entertainment;streamingmedia,2008,5,13.45318446,11.03135659,18.42927773,14.7901945,14.7901945,14.7901945,8059.6,1507,15578,3
adult;entertainment;streamingmedia,2009,5,12.92853595,10.72910384,18.42927773,14.88311306,14.88311306,14.88311306,5484.4,1507,15565,2
adult;entertainment;streamingmedia,2010,8,14.06563269,10.72910384,18.42927773,15.82286941,14.74345646,16.6479251,7880.5,1507,15214,5
adult;entertainment;streamingmedia,2011,12,13.45806469,10.72910384,18.42927773,15.73194045,14.7901945,16.6479251,8005.166667,1507,15214,7
adult;entertainment;streamingmedia,2012,21,13.58760458,10.72910384,18.42927773,15.70199495,13.96827395,16.6479251,8087.047619,1507,15588,14
adult;entertainment;streamingmedia,2013,22,13.67181108,10.72910384,18.42927773,15.76115083,13.96827395,17.27704034,7905.227273,861,15511,15
adult;entertainment;streamingmedia,2014,27,13.71538601,10.72910384,18.42927773,16.29088692,15.60156596,17.84242563,8195.666667,861,14429,19
adult;entertainment;streamingmedia,2015,37,13.52188556,10.72910384,18.42927773,15.79257563,14.31402892,17.84242563,7862.054054,861,18816,20
adult;entertainment;streamingmedia,2016,56,13.37177634,10.72910384,17.80533697,15.71125677,13.45427322,18.91255403,8452.678571,861,48486,25
adult;entertainment;streamingmedia,2017,56,13.17181119,10.72910384,15.65311771,15.43443331,13.45427322,17.04445562,9135.446429,861,26149,27
adult;entertainment;streamingmedia,2018,49,13.4555759,10.72910384,16.41995199,15.47672874,14.21634208,17.84242563,10911.30612,861,23129,33
adult;entertainment;streamingmedia,2019,49,12.86491721,7.659778332,15.81273124,15.07751019,10.93419731,17.04445562,12312.36735,1302,37097,36
adult;entertainment;travel,2004,1,12.97695418,12.97695418,12.97695418,15.42588865,15.42588865,15.42588865,10581,10581,10581,1
adult;entertainment;travel,2009,1,13.13885208,13.13885208,13.13885208,15.98806761,15.98806761,15.98806761,8672,8672,8672,1
adult;entertainment;travel,2013,1,13.13885208,13.13885208,13.13885208,15.98806761,15.98806761,15.98806761,8672,8672,8672,1
adult;entertainment;travel,2017,2,13.02763677,13.02763677,13.02763677,15.81774264,15.81774264,15.81774264,8482,8482,8482,2
adult;entertainment;travel,2018,2,13.02763677,13.02763677,13.02763677,15.81774264,15.81774264,15.81774264,8482,8482,8482,2
adult;entertainment;travel,2019,2,13.02763677,13.02763677,13.02763677,15.81774264,15.81774264,15.81774264,8482,8482,8482,2
adult;games,2005,1,15.68629272,15.68629272,15.68629272,15.86053751,15.86053751,15.86053751,18243,18243,18243,0
adult;games,2006,1,15.68629272,15.68629272,15.68629272,15.86053751,15.86053751,15.86053751,18244,18244,18244,0
adult;games,2007,1,9.804068745,9.804068745,9.804068745,,,,1123,1123,1123,0
adult;games,2010,1,10.74283159,10.74283159,10.74283159,13.18742774,13.18742774,13.18742774,5331,5331,5331,0
adult;games,2011,2,12.62596928,10.74283159,14.50910696,13.18742774,13.18742774,13.18742774,5328,5325,5331,0
adult;games,2019,2,17.38290745,17.38290745,17.38290745,17.98956254,17.98956254,17.98956254,6808,6808,6808,0
adult;illegalcontent,2005,2,11.49793555,11.49793555,11.49793555,14.36255379,14.36255379,14.36255379,6891,6891,6891,0
adult;illegalcontent,2006,1,11.49793555,11.49793555,11.49793555,14.36255379,14.36255379,14.36255379,6891,6891,6891,0
adult;informationtech,2007,4,13.28387387,11.78231573,15.45763196,15.26867097,14.55459255,16.3221224,7957.25,3468,10354,4
adult;informationtech,2008,5,13.72906297,11.83450314,15.45763196,15.14376917,14.55459255,16.3221224,7040.2,3469,10256,5
adult;informationtech,2009,3,13.79714871,11.87276952,15.45763196,15.36649617,14.41086994,16.3221224,7149.333333,3469,10228,3
adult;informationtech,2010,4,13.84710517,11.87276952,15.45763196,15.57440053,14.41086994,16.15616582,7540.5,3474,10228,4
adult;informationtech,2011,7,13.33536378,11.88379173,15.45763196,15.11873687,14.74345646,16.15616582,7546.142857,3474,10632,7
adult;informationtech,2012,9,13.83399486,12.31784475,15.45763196,14.9141963,13.61112027,16.15616582,7873.777778,1805,14655,6
adult;informationtech,2013,8,13.44618835,11.37266667,15.45763196,14.6658024,13.61112027,16.15616582,7793.5,1488,14696,6
adult;informationtech,2014,7,13.35990057,11.37266667,15.45763196,14.22752427,13.34837121,14.97530281,8032.714286,1488,16189,5
adult;informationtech,2015,9,12.62473222,11.37266667,13.63416534,14.67349221,13.7143939,15.98806761,7525.666667,1488,17443,5
adult;informationtech,2016,5,12.87874228,11.37266667,13.63416534,14.21964447,13.76565471,14.97530281,9570.6,1488,17807,2
adult;informationtech,2017,3,11.68772603,11.37266667,12.31784475,14.97530281,14.97530281,14.97530281,3722,1488,8190,3
adult;informationtech,2018,2,11.37266667,11.37266667,11.37266667,,,,1488,1488,1488,2
adult;informationtech,2019,1,14.5651629,14.5651629,14.5651629,17.50586285,17.50586285,17.50586285,27578,27578,27578,0
adult;informationtech;newsandmedia,2013,1,12.27833409,12.27833409,12.27833409,15.02112968,15.02112968,15.02112968,9656,9656,9656,0
adult;informationtech;newsandmedia,2018,1,12.54384294,12.54384294,12.54384294,15.20269789,15.20269789,15.20269789,6129,6129,6129,0
adult;informationtech;streamingmedia,2009,1,13.09392815,13.09392815,13.09392815,,,,5556,5556,5556,0
adult;informationtech;streamingmedia,2015,2,13.63209893,13.63209893,13.63209893,,,,7181,7181,7181,0
adult;informationtech;streamingmedia,2016,2,13.63209893,13.63209893,13.63209893,,,,7181,7181,7181,0
adult;informationtech;streamingmedia,2017,2,13.63209893,13.63209893,13.63209893,,,,7181,7181,7181,0
adult;informationtech;streamingmedia,2018,1,13.63209893,13.63209893,13.63209893,,,,7181,7181,7181,0
adult;mediasharing,2017,1,10.99463475,10.99463475,10.99463475,13.07868587,13.07868587,13.07868587,5611,5611,5611,1
adult;mediasharing;socialnetworking,2008,1,12.65243902,12.65243902,12.65243902,14.45898005,14.45898005,14.45898005,6349,6349,6349,0
adult;messageboardsandforums,2003,1,12.96805948,12.96805948,12.96805948,,,,1683,1683,1683,1
adult;messageboardsandforums,2005,1,15.69478849,15.69478849,15.69478849,,,,1151,1151,1151,0
adult;messageboardsandforums,2008,2,13.24005465,12.01795626,14.46215303,15.10220485,14.21634208,15.98806761,7172,5891,8453,1
adult;messageboardsandforums,2009,3,13.64742078,12.01795626,14.46215303,15.39749243,14.21634208,15.98806761,7599,5891,8453,2
adult;messageboardsandforums,2010,3,13.64166338,13.20627219,14.51244577,15.21435958,14.74345646,16.15616582,6470.333333,5375,8661,3
adult;messageboardsandforums,2011,6,12.41418292,11.43174603,14.51244577,15.0147231,14.21634208,16.15616582,5473.666667,1210,9357,3
adult;messageboardsandforums,2012,6,12.6357996,11.43174603,13.99452698,15.18625395,14.21634208,16.15616582,5176.666667,1093,8177,3
adult;messageboardsandforums,2013,6,12.48140976,11.43174603,13.99452698,15.18625395,14.21634208,16.15616582,5311.833333,1832,8221,4
adult;messageboardsandforums,2014,6,12.45994755,11.30297279,13.99452698,15.18625395,14.21634208,16.15616582,5290.666667,1696,8218,4
adult;messageboardsandforums,2015,6,12.43848535,11.30297279,13.99452698,15.18625395,14.21634208,16.15616582,5268,1696,8218,4
adult;messageboardsandforums,2016,5,12.84265512,11.30297279,13.99452698,15.55428922,14.21634208,16.15616582,7647.8,1696,14217,4
adult;messageboardsandforums,2017,6,13.44391588,12.90329259,13.99452698,15.581128,14.21634208,16.15616582,10781.5,2610,17296,4
adult;messageboardsandforums,2018,6,11.89701378,9.458143898,14.64406128,14.77587603,13.45427322,16.48601716,10705.33333,3216,18230,3
adult;messageboardsandforums,2019,7,11.56560574,9.428194659,14.64406128,15.47543585,13.45427322,16.48601716,5034.285714,1816,10119,4
adult;newsandmedia,2003,2,11.39643269,11.30520763,11.48765775,,,,2437.5,2338,2537,2
adult;newsandmedia,2004,1,11.48765775,11.48765775,11.48765775,,,,2338,2338,2338,1
adult;newsandmedia,2013,2,12.79064491,12.79064491,12.79064491,15.5140388,15.5140388,15.5140388,6806,6796,6816,0
adult;newsandmedia,2014,2,12.79064491,12.79064491,12.79064491,15.5140388,15.5140388,15.5140388,6794.5,6793,6796,0
adult;newsandmedia,2015,1,12.79064491,12.79064491,12.79064491,15.5140388,15.5140388,15.5140388,6795,6795,6795,0
adult;newsandmedia,2016,3,12.94305184,12.79064491,13.24786571,15.5140388,15.5140388,15.5140388,5828.666667,3896,6795,0
adult;newsandmedia,2017,2,12.79064491,12.79064491,12.79064491,15.5140388,15.5140388,15.5140388,6795,6795,6795,0
adult;personals,2009,3,14.63590134,14.19341832,14.85714286,15.68848315,15.68848315,15.68848315,8605.333333,2047,21688,1
adult;personals,2010,4,14.01223117,12.83158559,14.85714286,15.6451,15.6451,15.6451,11934.5,2191,21658,2
adult;personals,2011,3,15.00310136,14.22873783,16.25924007,15.86053751,15.86053751,15.86053751,14387.33333,1507,21643,2
adult;personals,2012,2,14.49105884,14.46079151,14.52132617,16.11191194,15.86053751,16.36328637,20833.5,20012,21655,2
adult;personals,2013,2,14.46308636,14.46079151,14.46538122,16.36328637,16.36328637,16.36328637,21675,21655,21695,2
adult;personals,2014,2,14.46538122,14.46538122,14.46538122,16.36328637,16.36328637,16.36328637,21695,21695,21695,2
adult;personals,2015,1,16.49454377,16.49454377,16.49454377,18.17145992,18.17145992,18.17145992,29596,29596,29596,1
adult;personals,2017,1,16.49454377,16.49454377,16.49454377,18.17145992,18.17145992,18.17145992,29596,29596,29596,1
adult;personals,2019,1,15.99547882,15.99547882,15.99547882,17.61891908,17.61891908,17.61891908,28106,28106,28106,1
adult;personals;socialnetworking,2017,1,14.29610287,14.29610287,14.29610287,15.6451,15.6451,15.6451,8932,8932,8932,0
adult;shopping,1998,1,8.099052453,8.099052453,8.099052453,9.299571214,9.299571214,9.299571214,12407,12407,12407,0
adult;shopping,1999,2,8.725555556,8.725555556,8.725555556,,,,2204,2117,2291,0
adult;shopping,2000,3,9.576729087,7.841695906,11.31176227,14.21634208,14.21634208,14.21634208,6825.666667,6145,7184,0
adult;shopping,2001,5,9.63111658,7.841695906,11.74185288,14.16183701,13.34837121,14.97530281,8479,2456,15117,0
adult;shopping,2002,13,10.38594279,7.841695906,14.91638183,13.54586687,11.66642294,15.86053751,5392.769231,1323,15024,0
adult;shopping,2003,15,10.45504798,9.286310078,14.18497313,12.98008328,11.66642294,14.26529262,4633,355,10915,0
adult;shopping,2004,21,11.17237965,6.252517761,19.49872247,13.59745225,11.66642294,16.11434528,4644.190476,658,11000,1
adult;shopping,2005,23,12.61495328,9.2403133,19.49872247,13.85733035,11.66642294,16.11434528,4421.913043,659,11006,2
adult;shopping,2006,33,11.61730818,9.172082084,15.47545876,13.42323588,11.4731,16.07238961,4574.212121,1085,19612,4
adult;shopping,2007,49,11.78177584,9.481698842,15.18784825,13.87686587,11.4731,17.35372351,7154.795918,617,31520,9
adult;shopping,2008,60,11.51534544,8.847673049,14.27053079,13.47455325,11.40765585,16.07238961,6322.05,901,28212,12
adult;shopping,2009,61,11.55357069,8.677273885,15.60943336,13.50942398,11.40765585,16.88721491,6110.114754,901,28057,12
adult;shopping,2010,70,11.95439215,8.677273885,17.84985753,14.10174797,11.40765585,18.35118386,5985.485714,1053,28057,17
