year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
2009,2,1.0,8808.0,12.91073957,14.2406017
2010,1,1.0,8809.0,12.831919000000001,14.16717447
2011,2,1.0,8809.0,12.831919000000001,14.16717447
2012,2,1.0,8809.0,12.831919000000001,14.16717447
2013,2,1.0,8809.0,12.831919000000001,14.16717447
2014,2,1.0,8809.0,12.831919000000001,14.16717447
2015,2,1.0,8809.0,12.831919000000001,14.16717447
2016,2,1.0,8809.0,12.831919000000001,14.16717447
2017,2,1.0,8809.0,12.831919000000001,14.16717447
2018,2,1.0,8809.0,12.831919000000001,14.16717447
2019,1,1.0,8809.0,12.831919000000001,14.16717447
