year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
1.0,1,1.0,11141.0,15.24616817,15.81774264
0.0,2,0.0,830.0,12.52179487,
0.6666666666666666,6,0.6666666666666666,10576.16667,12.60444363,16.76809479
0.5,8,0.5,11625.375,12.64363723,17.12337417
0.5,12,0.5,9140.25,12.96593861,17.84242563
0.5555555555555556,9,0.5555555555555556,5192.444444,11.83236086,
0.6,10,0.6,6387.7,12.39319964,
0.6666666666666666,9,0.6666666666666666,6838.444444,12.91676513,
0.625,8,0.625,5565.875,13.02666216,
0.5555555555555556,9,0.5555555555555556,5118.777778,13.02666216,
0.4,5,0.4,10555.2,12.77935495,14.55459255
0.2857142857142857,7,0.2857142857142857,12773.85714,12.326825099999999,15.43835747
