year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
2008,2,0.0,2077.0,23.926719100000003,0.0
2009,1,0.0,2077.0,23.926719100000003,0.0
2010,3,0.0,5592.0,11.58707709,11.666422939999999
2011,6,0.16666666666666666,7649.666667,10.49403179,12.17412849
2012,5,0.0,8320.8,10.454122400000001,11.72989834
2013,6,0.0,6210.666666666667,11.757686503333332,7.986165646666667
2014,6,0.0,8408.0,10.980664668333333,10.314211305
2018,7,0.42857142857142855,9765.285714285714,11.379442041999999,13.41812098142857
2019,4,0.0,6447.00000025,10.14276624075,9.4279832325
2015,3,0.0,4972.666666666667,12.724185326666666,4.656091316666667
2017,6,0.0,4237.666666666667,12.828904331666665,2.449421596666667
2016,2,0.0,4081.5,13.09929081,0.0
