year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
1.0,2,1.0,5422.0,,
1.0,2,1.0,9181.5,,
1.0,2,1.0,9279.5,,
1.0,1,1.0,9726.0,,
1.0,1,1.0,9484.0,9.712075224,13.40145869
1.0,2,1.0,9482.5,9.712075224,13.40145869
1.0,2,1.0,8635.5,11.58847919,14.268952800000003
1.0,1,1.0,8648.0,13.52450665,15.5140388
1.0,1,1.0,9728.0,12.883806800000002,15.24766489
0.0,1,0.0,13187.0,14.05962121,
