year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
2012,3,0.0,6304.0,12.76103434,14.78715852
2013,4,0.0,5846.0,12.59805926,14.69308638
2014,4,0.0,5846.0,12.59805926,14.69308638
2015,4,0.0,5846.0,12.59805926,14.69308638
2016,4,0.0,5846.0,12.59805926,14.69308638
2017,3,0.0,6304.0,12.76103434,14.78715852
2018,2,0.0,7220.0,13.0869845,14.97530281
2019,2,0.5,10957.0,12.26364939,14.76494768
