year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
2010,1,1.0,21603.0,13.39840613,16.11434528
2011,2,1.0,21603.0,13.39840613,16.11434528
2012,2,1.0,21603.0,13.39840613,16.11434528
2013,1,0.0,2718.0,12.06605501,0.0
2014,3,0.3333333333333333,4075.666667,13.49658332,17.4299955
2015,4,0.0,8070.75,12.69564654,14.330133400000001
2016,4,0.0,10120.5,12.71172579,14.3139232
2017,1,0.0,11025.0,12.271264500000001,14.26529262
2018,2,0.0,9228.0,13.15218708,14.36255379
2019,1,0.0,9228.0,13.15218708,14.36255379
