year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2000,1,0.0,2872.0,9.668323846,0.0,False,entertainment;games;newsandmedia - games;newsandmedia - 
2001,2,0.0,2872.5,9.668323845,0.0,False,entertainment;games;newsandmedia - games;newsandmedia - 
2002,4,5.0,4693.5,10.69865345,6.933661385,False,entertainment;games;newsandmedia - games;newsandmedia - 
2003,4,5.0,4983.5,11.060232935,6.9337211175,False,entertainment;games;newsandmedia - games;newsandmedia - 
2004,4,5.0,4967.5,11.11023333,6.9463545325,False,entertainment;games;newsandmedia - games;newsandmedia - 
2005,2,0.0,3122.0,10.30822072,0.0,False,entertainment;games;newsandmedia - games;newsandmedia - 
2006,7,2.857142857142857,4690.142857142857,12.564993785714284,6.050384951428571,False,entertainment;games;newsandmedia - games;newsandmedia - 
2007,11,2.0,5422.0,12.694473409090909,6.527495153636363,False,entertainment;games;newsandmedia - games;newsandmedia - 
2008,15,2.7333333333333334,6486.866666666667,12.101171533333334,8.8941029,False,entertainment;games;newsandmedia - games;newsandmedia - 
2009,10,3.8,7422.9,12.81575737,10.3769624,False,entertainment;games;newsandmedia - games;newsandmedia - 
2010,21,3.0952380952380953,6812.571428571428,12.974830757619051,8.725579389047619,False,entertainment;games;newsandmedia - games;newsandmedia - 
2011,25,4.04,8227.72,13.332433106399998,9.9984270064,False,entertainment;games;newsandmedia - games;newsandmedia - 
2012,33,3.696969696969697,7692.242424242424,13.212918248484847,10.575368496969697,False,entertainment;games;newsandmedia - games;newsandmedia - 
2013,29,3.310344827586207,8042.137931034483,13.183581631034484,10.517574751724139,False,entertainment;games;newsandmedia - games;newsandmedia - 
2014,39,2.5641025641025643,6792.589743589743,12.583882063076924,8.158092384615385,False,entertainment;games;newsandmedia - games;newsandmedia - 
2015,40,2.65,6867.3,12.50211518775,7.884750911500001,False,entertainment;games;newsandmedia - games;newsandmedia - 
2016,41,3.4634146341463414,7536.878048780488,12.287468378292683,8.242966855365854,False,entertainment;games;newsandmedia - games;newsandmedia - 
2017,35,3.4571428571428573,7236.257142857143,11.900403322285715,7.387052477428573,False,entertainment;games;newsandmedia - games;newsandmedia - 
2018,33,2.8181818181818183,8595.030303030304,12.118605728787877,8.90324836,False,entertainment;games;newsandmedia - games;newsandmedia - 
2019,27,3.5185185185185186,8897.814814814816,12.086470322592593,11.073804731111112,False,entertainment;games;newsandmedia - games;newsandmedia - 
