year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2015,1,0.0,4783.0,11.82206136,,True,economyandfinance;education;entertainment
2019,2,0.0,6441.0,15.82368211,,True,economyandfinance;education;entertainment
