year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
1.0,1,1.0,7481.0,12.70192823,15.6451
0.0,1,0.0,18214.0,15.07407491,16.19785254
0.25,4,0.25,8840.5,12.60637049,15.23157258
0.6,5,0.6,8059.6,13.45318446,14.7901945
0.4,5,0.4,5484.4,12.92853595,14.88311306
0.625,8,0.625,7880.5,14.06563269,15.82286941
0.5833333333333334,12,0.5833333333333334,8005.166667,13.45806469,15.73194045
0.6666666666666666,21,0.6666666666666666,8087.047619,13.58760458,15.70199495
0.6818181818181818,22,0.6818181818181818,7905.227273,13.67181108,15.76115083
0.7037037037037037,27,0.7037037037037037,8195.666667,13.71538601,16.29088692
0.5405405405405406,37,0.5405405405405406,7862.054054000001,13.52188556,15.79257563
0.44642857142857145,56,0.44642857142857145,8452.678570999999,13.37177634,15.71125677
0.48214285714285715,56,0.48214285714285715,9135.446429000001,13.17181119,15.43443331
0.673469387755102,49,0.673469387755102,10911.306120000001,13.4555759,15.47672874
0.7346938775510204,49,0.7346938775510204,12312.36735,12.86491721,15.07751019
