year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
2009,1,0.0,8882.0,13.63782407,15.33710201
2010,1,0.0,2214.0,11.11493056,
2011,2,0.0,2214.0,11.11493056,
2012,4,0.0,4305.25,11.503069400000001,15.5140388
2013,3,0.0,4892.333333,12.01012542,15.5140388
2014,4,0.0,6231.5,12.45772285,15.5140388
2015,6,0.0,8134.0,12.33363888,15.40325222
2016,6,0.0,7573.5,11.73601955,14.64890765
2017,4,0.0,7471.5,11.62783295,14.76682548
2018,5,0.2,10027.4,12.36652877,15.26961549
2019,1,0.0,2214.0,11.11493056,
