year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2009,71,2.0704225352112675,6156.915492957746,11.871017756619718,9.282387569014086,False,alcoholandtobacco - alcoholandtobacco;blogsandpersonal;entertainment - alcoholandtobacco;business - alcoholandtobacco;business;education - alcoholandtobacco;business;entertainment - alcoholandtobacco;business;foodandrecipes - alcoholandtobacco;business;shopping - alcoholandtobacco;business;travel - alcoholandtobacco;drugs;education - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education - alcoholandtobacco;education;personals - alcoholandtobacco;education;shopping - alcoholandtobacco;education;travel - alcoholandtobacco;foodandrecipes - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;personals - alcoholandtobacco;shopping - 
2010,103,1.7281553398058251,5867.52427184466,11.657200895728154,9.10716918747573,False,alcoholandtobacco - alcoholandtobacco;blogsandpersonal;entertainment - alcoholandtobacco;business - alcoholandtobacco;business;education - alcoholandtobacco;business;entertainment - alcoholandtobacco;business;foodandrecipes - alcoholandtobacco;business;shopping - alcoholandtobacco;business;travel - alcoholandtobacco;drugs;education - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education - alcoholandtobacco;education;personals - alcoholandtobacco;education;shopping - alcoholandtobacco;education;travel - alcoholandtobacco;foodandrecipes - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;personals - alcoholandtobacco;shopping - 
2011,127,1.8346456692913387,6031.047244094489,11.669354961338582,8.950455392047246,False,alcoholandtobacco - alcoholandtobacco;blogsandpersonal;entertainment - alcoholandtobacco;business - alcoholandtobacco;business;education - alcoholandtobacco;business;entertainment - alcoholandtobacco;business;foodandrecipes - alcoholandtobacco;business;shopping - alcoholandtobacco;business;travel - alcoholandtobacco;drugs;education - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education - alcoholandtobacco;education;personals - alcoholandtobacco;education;shopping - alcoholandtobacco;education;travel - alcoholandtobacco;foodandrecipes - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;personals - alcoholandtobacco;shopping - 
2012,170,1.5058823529411764,6754.305882352941,12.036261646600002,9.962906642617648,False,alcoholandtobacco - alcoholandtobacco;blogsandpersonal;entertainment - alcoholandtobacco;business - alcoholandtobacco;business;education - alcoholandtobacco;business;entertainment - alcoholandtobacco;business;foodandrecipes - alcoholandtobacco;business;shopping - alcoholandtobacco;business;travel - alcoholandtobacco;drugs;education - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education - alcoholandtobacco;education;personals - alcoholandtobacco;education;shopping - alcoholandtobacco;education;travel - alcoholandtobacco;foodandrecipes - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;personals - alcoholandtobacco;shopping - 
2013,178,1.6685393258426966,7342.073033707865,12.087059275,9.801353228426967,False,alcoholandtobacco - alcoholandtobacco;blogsandpersonal;entertainment - alcoholandtobacco;business - alcoholandtobacco;business;education - alcoholandtobacco;business;entertainment - alcoholandtobacco;business;foodandrecipes - alcoholandtobacco;business;shopping - alcoholandtobacco;business;travel - alcoholandtobacco;drugs;education - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education - alcoholandtobacco;education;personals - alcoholandtobacco;education;shopping - alcoholandtobacco;education;travel - alcoholandtobacco;foodandrecipes - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;personals - alcoholandtobacco;shopping - 
2014,180,1.2277777777777779,7424.277777777777,12.195580398722223,9.555700535833333,False,alcoholandtobacco - alcoholandtobacco;blogsandpersonal;entertainment - alcoholandtobacco;business - alcoholandtobacco;business;education - alcoholandtobacco;business;entertainment - alcoholandtobacco;business;foodandrecipes - alcoholandtobacco;business;shopping - alcoholandtobacco;business;travel - alcoholandtobacco;drugs;education - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education - alcoholandtobacco;education;personals - alcoholandtobacco;education;shopping - alcoholandtobacco;education;travel - alcoholandtobacco;foodandrecipes - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;personals - alcoholandtobacco;shopping - 
2015,202,1.9207920792079207,7943.881188118812,12.19703291188119,10.230912525594057,False,alcoholandtobacco - alcoholandtobacco;blogsandpersonal;entertainment - alcoholandtobacco;business - alcoholandtobacco;business;education - alcoholandtobacco;business;entertainment - alcoholandtobacco;business;foodandrecipes - alcoholandtobacco;business;shopping - alcoholandtobacco;business;travel - alcoholandtobacco;drugs;education - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education - alcoholandtobacco;education;personals - alcoholandtobacco;education;shopping - alcoholandtobacco;education;travel - alcoholandtobacco;foodandrecipes - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;personals - alcoholandtobacco;shopping - 
2016,204,2.161764705882353,8660.411764705883,12.600366492500001,11.022107743774509,False,alcoholandtobacco - alcoholandtobacco;blogsandpersonal;entertainment - alcoholandtobacco;business - alcoholandtobacco;business;education - alcoholandtobacco;business;entertainment - alcoholandtobacco;business;foodandrecipes - alcoholandtobacco;business;shopping - alcoholandtobacco;business;travel - alcoholandtobacco;drugs;education - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education - alcoholandtobacco;education;personals - alcoholandtobacco;education;shopping - alcoholandtobacco;education;travel - alcoholandtobacco;foodandrecipes - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;personals - alcoholandtobacco;shopping - 
2017,173,3.132947976878613,9820.00578034682,12.739417587398846,11.037718606416185,False,alcoholandtobacco - alcoholandtobacco;blogsandpersonal;entertainment - alcoholandtobacco;business - alcoholandtobacco;business;education - alcoholandtobacco;business;entertainment - alcoholandtobacco;business;foodandrecipes - alcoholandtobacco;business;shopping - alcoholandtobacco;business;travel - alcoholandtobacco;drugs;education - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education - alcoholandtobacco;education;personals - alcoholandtobacco;education;shopping - alcoholandtobacco;education;travel - alcoholandtobacco;foodandrecipes - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;personals - alcoholandtobacco;shopping - 
2018,137,3.4525547445255476,13610.277372262773,12.91400837291971,12.377939295474452,False,alcoholandtobacco - alcoholandtobacco;blogsandpersonal;entertainment - alcoholandtobacco;business - alcoholandtobacco;business;education - alcoholandtobacco;business;entertainment - alcoholandtobacco;business;foodandrecipes - alcoholandtobacco;business;shopping - alcoholandtobacco;business;travel - alcoholandtobacco;drugs;education - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education - alcoholandtobacco;education;personals - alcoholandtobacco;education;shopping - alcoholandtobacco;education;travel - alcoholandtobacco;foodandrecipes - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;personals - alcoholandtobacco;shopping - 
2019,167,3.065868263473054,14955.976047904192,12.677534002970058,12.35053407526946,False,alcoholandtobacco - alcoholandtobacco;blogsandpersonal;entertainment - alcoholandtobacco;business - alcoholandtobacco;business;education - alcoholandtobacco;business;entertainment - alcoholandtobacco;business;foodandrecipes - alcoholandtobacco;business;shopping - alcoholandtobacco;business;travel - alcoholandtobacco;drugs;education - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education - alcoholandtobacco;education;personals - alcoholandtobacco;education;shopping - alcoholandtobacco;education;travel - alcoholandtobacco;foodandrecipes - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;personals - alcoholandtobacco;shopping - 
