year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
2013,1,0.0,2742.0,13.52343919,
2014,2,0.0,2697.0,13.41485023,
2015,2,0.0,3047.0,13.21157895,
2016,2,0.0,3047.0,13.21157895,
2017,2,0.0,3047.0,13.21157895,
2019,1,0.0,3047.0,13.21157895,
