year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2005,6,2.6666666666666665,7049.0,13.443907285,10.081743058333334,False,business;informationtech;mediasharing - education;informationtech;mediasharing - entertainment;informationtech;mediasharing - games;informationtech;mediasharing - illegalcontent;informationtech;mediasharing - informationtech;mediasharing - 
2006,16,1.5,5823.125,13.610860912499998,6.751402855,False,business;informationtech;mediasharing - education;informationtech;mediasharing - entertainment;informationtech;mediasharing - games;informationtech;mediasharing - illegalcontent;informationtech;mediasharing - informationtech;mediasharing - 
2007,27,0.8888888888888888,5712.259259259259,13.343079225185184,7.259664066296297,False,business;informationtech;mediasharing - education;informationtech;mediasharing - entertainment;informationtech;mediasharing - games;informationtech;mediasharing - illegalcontent;informationtech;mediasharing - informationtech;mediasharing - 
2008,29,1.3793103448275863,5608.0344827586205,13.428036481034482,6.282449746551723,False,business;informationtech;mediasharing - education;informationtech;mediasharing - entertainment;informationtech;mediasharing - games;informationtech;mediasharing - illegalcontent;informationtech;mediasharing - informationtech;mediasharing - 
2009,31,1.7741935483870968,5601.064516129032,12.703517490645162,5.85124253483871,False,business;informationtech;mediasharing - education;informationtech;mediasharing - entertainment;informationtech;mediasharing - games;informationtech;mediasharing - illegalcontent;informationtech;mediasharing - informationtech;mediasharing - 
2010,51,2.1176470588235294,5602.196078431372,11.773435838431373,4.080941579411765,False,business;informationtech;mediasharing - education;informationtech;mediasharing - entertainment;informationtech;mediasharing - games;informationtech;mediasharing - illegalcontent;informationtech;mediasharing - informationtech;mediasharing - 
2011,87,2.0919540229885056,6120.540229885058,12.096206149425287,6.057546218965516,False,business;informationtech;mediasharing - education;informationtech;mediasharing - entertainment;informationtech;mediasharing - games;informationtech;mediasharing - illegalcontent;informationtech;mediasharing - informationtech;mediasharing - 
2012,87,2.2988505747126435,6732.551724137931,12.605274979999999,7.358825055172413,False,business;informationtech;mediasharing - education;informationtech;mediasharing - entertainment;informationtech;mediasharing - games;informationtech;mediasharing - illegalcontent;informationtech;mediasharing - informationtech;mediasharing - 
2013,117,1.7863247863247864,6357.307692307692,12.883153898974358,6.949317535555555,False,business;informationtech;mediasharing - education;informationtech;mediasharing - entertainment;informationtech;mediasharing - games;informationtech;mediasharing - illegalcontent;informationtech;mediasharing - informationtech;mediasharing - 
2014,135,2.022222222222222,7158.014814814815,13.25134672125926,8.388825578296295,False,business;informationtech;mediasharing - education;informationtech;mediasharing - entertainment;informationtech;mediasharing - games;informationtech;mediasharing - illegalcontent;informationtech;mediasharing - informationtech;mediasharing - 
2015,148,2.0405405405405403,6361.331081081081,13.015317575675676,7.424351385472974,False,business;informationtech;mediasharing - education;informationtech;mediasharing - entertainment;informationtech;mediasharing - games;informationtech;mediasharing - illegalcontent;informationtech;mediasharing - informationtech;mediasharing - 
2016,175,1.6228571428571428,5948.337142857143,13.215503162400001,6.983848745714287,False,business;informationtech;mediasharing - education;informationtech;mediasharing - entertainment;informationtech;mediasharing - games;informationtech;mediasharing - illegalcontent;informationtech;mediasharing - informationtech;mediasharing - 
2017,155,2.432258064516129,7251.341935483871,12.91601177148387,8.06471328696774,False,business;informationtech;mediasharing - education;informationtech;mediasharing - entertainment;informationtech;mediasharing - games;informationtech;mediasharing - illegalcontent;informationtech;mediasharing - informationtech;mediasharing - 
2018,117,3.341880341880342,9205.65811965812,13.051724597863249,9.962952396153847,False,business;informationtech;mediasharing - education;informationtech;mediasharing - entertainment;informationtech;mediasharing - games;informationtech;mediasharing - illegalcontent;informationtech;mediasharing - informationtech;mediasharing - 
2019,136,2.9779411764705883,8474.808823529413,12.619934338823528,10.1016521625,False,business;informationtech;mediasharing - education;informationtech;mediasharing - entertainment;informationtech;mediasharing - games;informationtech;mediasharing - illegalcontent;informationtech;mediasharing - informationtech;mediasharing - 
