year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
0.3333333333333333,3,0.3333333333333333,8018.0,11.04276111,13.63674695
0.5,2,0.5,10466.0,10.42449462,13.73853795
1.0,2,1.0,10584.0,10.6685344,13.91797589
1.0,2,1.0,10591.0,10.67124772,14.01788138
1.0,2,1.0,9946.5,13.21051507,15.13388423
1.0,1,1.0,7965.0,12.71224473,14.97530281
1.0,4,1.0,9652.5,13.12835073,15.22267262
1.0,7,1.0,11978.71429,13.66256492,15.18486257
0.6363636363636364,11,0.6363636363636364,12103.363640000001,14.02737544,15.67092796
0.7777777777777778,9,0.7777777777777778,12232.0,15.12554269,16.498523300000002
0.5,10,0.5,11535.6,15.14280514,16.35413343
0.6153846153846154,13,0.6153846153846154,13506.307690000001,13.35158843,14.89833576
0.5294117647058824,17,0.5294117647058824,12474.05882,13.47822607,15.84696007
0.75,16,0.75,13792.6875,13.57948967,16.03585907
0.64,25,0.64,11843.48,13.20642707,15.64956165
0.6451612903225806,31,0.6451612903225806,12783.22581,13.36901627,15.56997816
0.6521739130434783,23,0.6521739130434783,14125.6087,13.79618638,15.81466384
0.7391304347826086,23,0.7391304347826086,17633.652169999998,14.493940599999998,16.4401832
0.6111111111111112,18,0.6111111111111112,22375.94444,14.15916567,16.04436459
0.6666666666666666,21,0.6666666666666666,22531.904759999998,13.89119162,15.5244815
