year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
0.0,2,0.0,3577.0,10.29872679,
0.0,1,0.0,3577.0,10.29872679,
0.0,6,0.0,2164.833333,12.81573619,
0.0,5,0.0,3982.0,12.72495484,14.83674596
0.0,2,0.0,6727.0,13.43158308,14.83674596
0.0,1,0.0,6754.0,13.13599243,14.88311306
