year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
0.0,1,0.0,5235.0,12.56783181,14.11778686
0.0,2,0.0,5235.0,12.56783181,14.11778686
0.0,2,0.0,5225.5,12.56783181,14.11778686
1.0,2,1.0,16733.0,15.45852935,18.0261197
