year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
2011,2,1.0,18992.0,14.23431544,16.19785254
2012,2,1.0,19395.5,14.13993061,16.19785254
2013,2,1.0,19424.0,14.64561244,16.90838581
2014,2,1.0,19361.0,15.24567911,17.61891908
2015,3,1.0,24470.33333,15.05786067,16.90123236
2016,2,1.0,26764.0,15.01283086,17.07689397
2017,2,1.0,27130.5,14.86384086,17.56239096
2018,4,0.5,6840.75,13.18255773,15.81774264
2019,4,0.75,4963.75,13.01949493,15.81774264
