year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
2008,2,0.0,5895.0,14.96315356,0.0
2009,1,0.0,5895.0,14.96315356,0.0
2010,3,0.0,4766.666667,13.808961520000002,0.0
2011,4,0.0,4326.5,13.23186549,0.0
2012,4,0.0,4436.25,13.37492831,0.0
2013,4,0.25,4799.0,12.93384351,15.29246565
2014,6,0.3333333333333333,5594.833333,13.28999175,15.292465650000002
2015,4,0.0,4986.25,13.40536396,0.0
2016,3,0.0,4110.333333,12.88610076,0.0
2017,1,0.0,2345.0,11.84757436,0.0
2018,4,1.0,11134.0,12.173078055,13.744777905
2019,6,0.8333333333333334,10062.666666666666,12.606926631666667,14.559678676666666
