year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
2006,2,0.0,12649.0,13.45037037,16.28082958
2007,2,0.0,12649.0,13.45037037,16.28082958
2008,2,0.0,12649.0,13.45037037,16.28082958
2009,2,0.0,12649.0,13.45037037,16.28082958
2010,2,0.0,12635.0,13.45708426,16.28082958
2011,1,0.0,12621.0,13.46379814,16.28082958
2012,1,0.0,12621.0,13.46379814,16.28082958
2016,1,1.0,6515.0,18.26766802,0.0
2017,3,0.3333333333333333,6453.0,15.955330106666665,10.798568359999999
2018,2,0.0,6422.0,14.79916115,16.19785254
2019,1,0.0,6422.0,14.79916115,16.19785254
