year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
2005,2,0.0,4814.0,10.94834029,13.2950065
2006,2,0.0,4814.0,10.94834029,13.2950065
2007,1,0.0,4814.0,10.94834029,13.2950065
2008,1,0.0,4814.0,10.94834029,13.2950065
2009,1,0.0,4814.0,10.94834029,13.2950065
2011,1,0.0,4814.0,10.94834029,13.2950065
2012,2,0.0,4814.0,10.94834029,13.2950065
2013,1,0.0,4814.0,10.94834029,13.2950065
2014,2,0.0,4814.0,10.94834029,13.2950065
2015,2,0.0,4814.0,10.94834029,13.2950065
2016,2,0.0,4814.0,10.94834029,13.2950065
2017,2,0.0,4791.0,10.91620243,13.2950065
2018,1,0.0,4768.0,10.88406456,13.2950065
