year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2009,210,1.5380952380952382,7627.366666666667,12.716513587857145,10.923230787666668,False,business;economyandfinance;realestate - business;education;realestate - business;realestate - business;realestate;shopping - business;realestate;travel - business;realestate;vehicles - realestate - realestate;shopping - realestate;shopping;travel - realestate;streamingmedia - realestate;streamingmedia;travel - realestate;travel - 
2010,250,1.544,8118.508,12.744684699079999,10.925938601999999,False,business;economyandfinance;realestate - business;education;realestate - business;realestate - business;realestate;shopping - business;realestate;travel - business;realestate;vehicles - realestate - realestate;shopping - realestate;shopping;travel - realestate;streamingmedia - realestate;streamingmedia;travel - realestate;travel - 
2011,318,1.70125786163522,8593.213836477988,12.785535704716981,11.043730469496854,False,business;economyandfinance;realestate - business;education;realestate - business;realestate - business;realestate;shopping - business;realestate;travel - business;realestate;vehicles - realestate - realestate;shopping - realestate;shopping;travel - realestate;streamingmedia - realestate;streamingmedia;travel - realestate;travel - 
2012,392,1.5459183673469388,8566.545918367347,12.783138640433672,11.055830164030612,False,business;economyandfinance;realestate - business;education;realestate - business;realestate - business;realestate;shopping - business;realestate;travel - business;realestate;vehicles - realestate - realestate;shopping - realestate;shopping;travel - realestate;streamingmedia - realestate;streamingmedia;travel - realestate;travel - 
2013,394,1.5380710659898478,8834.360406091371,12.903379956573604,11.06624637538071,False,business;economyandfinance;realestate - business;education;realestate - business;realestate - business;realestate;shopping - business;realestate;travel - business;realestate;vehicles - realestate - realestate;shopping - realestate;shopping;travel - realestate;streamingmedia - realestate;streamingmedia;travel - realestate;travel - 
2014,413,1.6803874092009685,9756.57627118644,13.168042286343828,11.248555425012107,False,business;economyandfinance;realestate - business;education;realestate - business;realestate - business;realestate;shopping - business;realestate;travel - business;realestate;vehicles - realestate - realestate;shopping - realestate;shopping;travel - realestate;streamingmedia - realestate;streamingmedia;travel - realestate;travel - 
2015,409,1.6528117359413204,10517.38630806846,13.123811565721272,11.545129827555012,False,business;economyandfinance;realestate - business;education;realestate - business;realestate - business;realestate;shopping - business;realestate;travel - business;realestate;vehicles - realestate - realestate;shopping - realestate;shopping;travel - realestate;streamingmedia - realestate;streamingmedia;travel - realestate;travel - 
2016,391,1.8388746803069054,10740.874680306906,13.026159902813298,11.799051006265985,False,business;economyandfinance;realestate - business;education;realestate - business;realestate - business;realestate;shopping - business;realestate;travel - business;realestate;vehicles - realestate - realestate;shopping - realestate;shopping;travel - realestate;streamingmedia - realestate;streamingmedia;travel - realestate;travel - 
2017,333,2.096096096096096,12026.972972972973,13.140104017897896,12.144077159729731,False,business;economyandfinance;realestate - business;education;realestate - business;realestate - business;realestate;shopping - business;realestate;travel - business;realestate;vehicles - realestate - realestate;shopping - realestate;shopping;travel - realestate;streamingmedia - realestate;streamingmedia;travel - realestate;travel - 
2018,249,1.9759036144578312,14730.730923694779,13.364774043574295,12.890293541566265,False,business;economyandfinance;realestate - business;education;realestate - business;realestate - business;realestate;shopping - business;realestate;travel - business;realestate;vehicles - realestate - realestate;shopping - realestate;shopping;travel - realestate;streamingmedia - realestate;streamingmedia;travel - realestate;travel - 
2019,254,2.3858267716535435,16324.641732283464,12.803680974448818,13.099349993307085,False,business;economyandfinance;realestate - business;education;realestate - business;realestate - business;realestate;shopping - business;realestate;travel - business;realestate;vehicles - realestate - realestate;shopping - realestate;shopping;travel - realestate;streamingmedia - realestate;streamingmedia;travel - realestate;travel - 
