year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
2006,2,1.0,7359.0,11.28102797,13.86744224
2007,2,1.0,7359.0,11.28102797,13.86744224
2008,2,1.0,7359.0,11.28102797,13.86744224
2009,1,1.0,7359.0,11.28102797,13.86744224
2012,1,1.0,7855.0,11.30853286,13.714393900000001
2013,3,1.0,8561.0,13.42545287,15.019469280000001
2014,3,1.0,9130.0,11.875932389999997,14.216342079999999
2015,4,1.0,9160.25,11.88799783,14.21634208
2016,2,1.0,9248.0,11.88799783,14.21634208
2017,2,1.0,9303.0,11.97638114,14.21634208
2018,2,1.0,9265.0,11.97638114,14.21634208
2019,2,1.0,16711.0,11.65471208,14.50688674
