year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
2008,1,1.0,5057.0,10.91525589,13.61112027
2009,1,1.0,5039.0,10.00657377,13.13320456
2010,2,1.0,13008.0,12.58536182,15.02112968
2016,2,1.0,13111.0,13.72363179,15.24766489
2017,2,1.0,13134.0,13.76872735,15.24766489
2018,1,1.0,22244.0,13.62629924,15.68848315
2019,2,1.0,22244.0,13.62629924,15.68848315
