year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
0.5,4,0.5,3140.0,11.92802507,14.44172514
0.6923076923076923,13,0.6923076923076923,4080.3076920000003,12.00304813,14.14779921
0.7073170731707317,41,0.7073170731707317,6738.073170999999,12.28520797,14.84707092
0.6144578313253012,83,0.6144578313253012,8258.674699,12.98470417,15.33889311
0.6829268292682927,123,0.6829268292682927,7757.065041,12.91460215,15.15262246
0.639344262295082,122,0.639344262295082,7518.901639,12.578965199999999,15.07438833
0.6330935251798561,139,0.6330935251798561,7810.223022,12.64689123,14.96107601
0.593103448275862,145,0.593103448275862,8484.586206999998,12.71637566,14.97382991
0.5238095238095238,168,0.5238095238095238,8586.333333,12.73090832,14.97730624
0.5323383084577115,201,0.5323383084577115,8373.781095,12.93000941,15.03677648
0.5590909090909091,220,0.5590909090909091,8686.122727,13.17396292,15.39942552
0.6124031007751938,258,0.6124031007751938,9661.763566,13.58316394,15.773610199999998
0.56957928802589,309,0.56957928802589,9894.022654,13.43952376,15.66543761
0.5432432432432432,370,0.5432432432432432,10236.88919,13.29575278,15.53116068
0.5195822454308094,383,0.5195822454308094,10332.28982,13.37975827,15.61370751
0.4681372549019608,408,0.4681372549019608,10587.90441,13.4023736,15.61279342
0.518348623853211,436,0.518348623853211,11494.80505,13.36381561,15.54519019
0.5076252723311547,459,0.5076252723311547,11281.6841,13.34640909,15.45627666
0.5249500998003992,501,0.5249500998003992,12280.59281,13.37759272,15.58366859
0.55765595463138,529,0.55765595463138,13540.848769999999,13.38432499,15.63400543
0.5833333333333334,432,0.5833333333333334,14880.067130000001,13.26326624,15.37856384
0.6576576576576577,444,0.6576576576576577,16628.27477,13.33704445,15.31468013
