year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2000,1,0.0,4448.0,13.44814562,0.0,False,adult;entertainment;mediasharing - business;entertainment;mediasharing - education;entertainment;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - 
2002,4,0.0,4141.0,11.6410877625,6.1997433875,False,adult;entertainment;mediasharing - business;entertainment;mediasharing - education;entertainment;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - 
2003,10,0.0,2878.2,12.494155291999999,2.479897355,False,adult;entertainment;mediasharing - business;entertainment;mediasharing - education;entertainment;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - 
2004,15,0.4,2970.9333333333334,12.218943697333335,1.6532649033333333,False,adult;entertainment;mediasharing - business;entertainment;mediasharing - education;entertainment;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - 
2005,11,0.2727272727272727,3625.4545454545455,12.555040373636364,3.3922794136363636,False,adult;entertainment;mediasharing - business;entertainment;mediasharing - education;entertainment;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - 
2006,22,1.4545454545454546,5324.045454545455,12.67108621909091,5.69146636090909,False,adult;entertainment;mediasharing - business;entertainment;mediasharing - education;entertainment;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - 
2007,33,2.0,5821.090909090909,12.539048240303028,5.991346479696968,False,adult;entertainment;mediasharing - business;entertainment;mediasharing - education;entertainment;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - 
2008,37,1.3513513513513513,3662.108108108108,11.511702406756758,3.406960644594595,False,adult;entertainment;mediasharing - business;entertainment;mediasharing - education;entertainment;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - 
2009,41,1.6585365853658536,4455.780487804878,12.423162168048782,4.604458178780488,False,adult;entertainment;mediasharing - business;entertainment;mediasharing - education;entertainment;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - 
2010,79,1.3037974683544304,4076.7974683544303,11.737906574303798,4.938959237594936,False,adult;entertainment;mediasharing - business;entertainment;mediasharing - education;entertainment;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - 
2011,95,1.3894736842105264,4268.894736842105,11.948009231789472,4.9292257889473685,False,adult;entertainment;mediasharing - business;entertainment;mediasharing - education;entertainment;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - 
2012,130,1.2846153846153847,4256.392307692307,11.713083398076922,5.418940033692308,False,adult;entertainment;mediasharing - business;entertainment;mediasharing - education;entertainment;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - 
2013,145,1.6275862068965516,4541.31724137931,11.967868690551724,6.19623880862069,False,adult;entertainment;mediasharing - business;entertainment;mediasharing - education;entertainment;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - 
2014,151,1.4635761589403973,4445.317880794702,12.02945393655629,6.278027884768213,False,adult;entertainment;mediasharing - business;entertainment;mediasharing - education;entertainment;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - 
2015,172,1.8255813953488371,4645.395348837209,12.119740131162791,6.819246917209303,False,adult;entertainment;mediasharing - business;entertainment;mediasharing - education;entertainment;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - 
2016,178,1.4269662921348314,4363.421348314607,12.04728499022472,6.379921797640449,False,adult;entertainment;mediasharing - business;entertainment;mediasharing - education;entertainment;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - 
2017,171,1.7836257309941521,4875.368421052632,12.25319058865497,7.84997331122807,False,adult;entertainment;mediasharing - business;entertainment;mediasharing - education;entertainment;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - 
2018,135,1.9703703703703703,5608.414814814815,12.195498283851851,7.888488068962965,False,adult;entertainment;mediasharing - business;entertainment;mediasharing - education;entertainment;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - 
2019,127,2.1181102362204722,5408.251968503937,12.204418946535434,7.955355324803149,False,adult;entertainment;mediasharing - business;entertainment;mediasharing - education;entertainment;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - 
