year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
2009,1,0.0,5556.0,13.09392815,0.0
2015,2,0.0,7181.0,13.63209893,0.0
2016,2,0.0,7181.0,13.63209893,0.0
2017,2,0.0,7181.0,13.63209893,0.0
2018,1,0.0,7181.0,13.63209893,0.0
